test_name,planner_name,num_agents,planning_time,plan_cost,num_hl_expanded,num_hl_generated,num_ll_expanded,num_ll_generated,hl_focal_weight,ll_focal_weight,wastar_weight,num_collision_checks,description,stamp
test0,EAECBS_L2_HEURISTIC,10,2.11587,58.8525,3,0,404,-1,1.3,1.3,55,26760,test 0 of 50 of the randomized test config.,2023-12-06T22:51:42
test1,EAECBS_L2_HEURISTIC,10,11.1727,53.7561,5,0,3165,-1,1.3,1.3,55,92787,test 1 of 50 of the randomized test config.,2023-12-06T22:52:22
test2,EAECBS_L2_HEURISTIC,10,12.4955,45.2913,28,0,6455,-1,1.3,1.3,55,97601,test 2 of 50 of the randomized test config.,2023-12-06T22:55:04
test3,EAECBS_L2_HEURISTIC,10,6.30308,56.7232,4,0,1235,-1,1.3,1.3,55,69078,test 3 of 50 of the randomized test config.,2023-12-06T22:55:40
test4,EAECBS_L2_HEURISTIC,10,4.44685,60.3011,2,0,1205,-1,1.3,1.3,55,46404,test 4 of 50 of the randomized test config.,2023-12-06T22:56:15
test5,EAECBS_L2_HEURISTIC,10,101.54,inf,0,0,32036,-1,1.3,1.3,55,843838,test 5 of 50 of the randomized test config.,2023-12-06T22:58:26
test6,EAECBS_L2_HEURISTIC,10,49.7761,50.3877,16,0,21288,-1,1.3,1.3,55,372394,test 6 of 50 of the randomized test config.,2023-12-06T22:59:46
test7,EAECBS_L2_HEURISTIC,10,13.2843,59.1841,9,0,3296,-1,1.3,1.3,55,105397,test 7 of 50 of the randomized test config.,2023-12-06T23:00:28
test8,EAECBS_L2_HEURISTIC,10,23.8982,57.8926,5,0,8165,-1,1.3,1.3,55,202977,test 8 of 50 of the randomized test config.,2023-12-06T23:01:23
test9,EAECBS_L2_HEURISTIC,10,3.1611,43.4412,2,0,705,-1,1.3,1.3,55,28987,test 9 of 50 of the randomized test config.,2023-12-06T23:01:56
test10,EAECBS_L2_HEURISTIC,10,2.2352,41.1374,3,0,389,-1,1.3,1.3,55,22126,test 10 of 50 of the randomized test config.,2023-12-06T23:02:28
test11,EAECBS_L2_HEURISTIC,10,23.6461,51.6792,22,0,6650,-1,1.3,1.3,55,161341,test 11 of 50 of the randomized test config.,2023-12-06T23:03:22
test12,EAECBS_L2_HEURISTIC,10,16.0878,54.4543,7,0,3059,-1,1.3,1.3,55,134541,test 12 of 50 of the randomized test config.,2023-12-06T23:04:09
test13,EAECBS_L2_HEURISTIC,10,2.65318,60.6153,2,0,309,-1,1.3,1.3,55,24101,test 13 of 50 of the randomized test config.,2023-12-06T23:04:42
test14,EAECBS_L2_HEURISTIC,10,9.5705,61.5578,8,0,1945,-1,1.3,1.3,55,72724,test 14 of 50 of the randomized test config.,2023-12-06T23:05:22
test15,EAECBS_L2_HEURISTIC,10,68.8128,inf,0,0,24857,-1,1.3,1.3,55,466615,test 15 of 50 of the randomized test config.,2023-12-06T23:07:01
test16,EAECBS_L2_HEURISTIC,10,4.95616,39.0256,14,0,715,-1,1.3,1.3,55,32292,test 16 of 50 of the randomized test config.,2023-12-06T23:07:36
test17,EAECBS_L2_HEURISTIC,10,9.1113,55.2222,7,0,1562,-1,1.3,1.3,55,62088,test 17 of 50 of the randomized test config.,2023-12-06T23:08:15
test18,EAECBS_L2_HEURISTIC,10,3.88519,59.2714,4,0,622,-1,1.3,1.3,55,34028,test 18 of 50 of the randomized test config.,2023-12-06T23:08:49
test19,EAECBS_L2_HEURISTIC,10,58.4508,58.6082,21,0,21599,-1,1.3,1.3,55,368577,test 19 of 50 of the randomized test config.,2023-12-06T23:10:19
test0,ECBS_L2_HEURISTIC,10,13.0728,58.3289,16,0,1229,-1,1.3,1.3,55,99026,test 0 of 50 of the randomized test config.,2023-12-06T23:11:02
test1,ECBS_L2_HEURISTIC,10,55.0684,53.5816,8,0,6456,-1,1.3,1.3,55,427183,test 1 of 50 of the randomized test config.,2023-12-06T23:12:28
test2,ECBS_L2_HEURISTIC,10,60.2592,inf,0,0,8834,-1,1.3,1.3,55,523604,test 2 of 50 of the randomized test config.,2023-12-06T23:13:58
test3,ECBS_L2_HEURISTIC,10,27.6701,56.5487,5,0,2838,-1,1.3,1.3,55,231063,test 3 of 50 of the randomized test config.,2023-12-06T23:14:55
test4,ECBS_L2_HEURISTIC,10,11.4712,60.3011,2,0,1485,-1,1.3,1.3,55,97661,test 4 of 50 of the randomized test config.,2023-12-06T23:15:37
test5,ECBS_L2_HEURISTIC,10,102.718,inf,0,0,13280,-1,1.3,1.3,55,841371,test 5 of 50 of the randomized test config.,2023-12-06T23:17:50
test6,ECBS_L2_HEURISTIC,10,64.8157,inf,0,0,8608,-1,1.3,1.3,55,560477,test 6 of 50 of the randomized test config.,2023-12-06T23:19:25
test7,ECBS_L2_HEURISTIC,10,65.1335,inf,0,0,7809,-1,1.3,1.3,55,506173,test 7 of 50 of the randomized test config.,2023-12-06T23:20:59
test8,ECBS_L2_HEURISTIC,10,58.7157,57.8926,5,0,8184,-1,1.3,1.3,55,516199,test 8 of 50 of the randomized test config.,2023-12-06T23:22:29
test9,ECBS_L2_HEURISTIC,10,10.0084,43.4412,3,0,1218,-1,1.3,1.3,55,79106,test 9 of 50 of the randomized test config.,2023-12-06T23:23:09
test10,ECBS_L2_HEURISTIC,10,3.8344,41.1374,3,0,409,-1,1.3,1.3,55,30142,test 10 of 50 of the randomized test config.,2023-12-06T23:23:43
test11,ECBS_L2_HEURISTIC,10,75.0679,inf,0,0,9018,-1,1.3,1.3,55,591134,test 11 of 50 of the randomized test config.,2023-12-06T23:25:28
test12,ECBS_L2_HEURISTIC,10,73.4211,inf,0,0,8576,-1,1.3,1.3,55,580423,test 12 of 50 of the randomized test config.,2023-12-06T23:27:11
test13,ECBS_L2_HEURISTIC,10,2.86615,60.6153,2,0,309,-1,1.3,1.3,55,24638,test 13 of 50 of the randomized test config.,2023-12-06T23:27:45
test14,ECBS_L2_HEURISTIC,10,51.7949,60.5455,16,0,5680,-1,1.3,1.3,55,381322,test 14 of 50 of the randomized test config.,2023-12-06T23:29:08
test15,ECBS_L2_HEURISTIC,10,63.9328,inf,0,0,7590,-1,1.3,1.3,55,503818,test 15 of 50 of the randomized test config.,2023-12-06T23:30:41
test16,ECBS_L2_HEURISTIC,10,14.3355,39.0256,25,0,1398,-1,1.3,1.3,55,111189,test 16 of 50 of the randomized test config.,2023-12-06T23:31:26
test17,ECBS_L2_HEURISTIC,10,25.6471,55.4666,10,0,2871,-1,1.3,1.3,55,209130,test 17 of 50 of the randomized test config.,2023-12-06T23:32:22
test18,ECBS_L2_HEURISTIC,10,64.0074,inf,0,0,7625,-1,1.3,1.3,55,509603,test 18 of 50 of the randomized test config.,2023-12-06T23:33:56
test19,ECBS_L2_HEURISTIC,10,67.2845,inf,0,0,7774,-1,1.3,1.3,55,524559,test 19 of 50 of the randomized test config.,2023-12-06T23:35:33
test0,PRIORITIZED_PLANNING,10,63.3466,inf,0,0,-1,-1,1.3,1.3,55,504802,test 0 of 50 of the randomized test config.,2023-12-06T23:37:06
test1,PRIORITIZED_PLANNING,10,28.4999,57.3166,0,0,-1,-1,1.3,1.3,55,246904,test 1 of 50 of the randomized test config.,2023-12-06T23:38:06
test2,PRIORITIZED_PLANNING,10,77.4328,inf,0,0,-1,-1,1.3,1.3,55,659515,test 2 of 50 of the randomized test config.,2023-12-06T23:39:53
test3,PRIORITIZED_PLANNING,10,48.1412,56.5138,0,0,-1,-1,1.3,1.3,55,430968,test 3 of 50 of the randomized test config.,2023-12-06T23:41:13
test4,PRIORITIZED_PLANNING,10,64.0918,inf,0,0,-1,-1,1.3,1.3,55,598218,test 4 of 50 of the randomized test config.,2023-12-06T23:42:47
test5,PRIORITIZED_PLANNING,10,60.4711,inf,0,0,-1,-1,1.3,1.3,55,465946,test 5 of 50 of the randomized test config.,2023-12-06T23:44:18
test6,PRIORITIZED_PLANNING,10,113.877,inf,0,0,-1,-1,1.3,1.3,55,1016774,test 6 of 50 of the randomized test config.,2023-12-06T23:46:41
test7,PRIORITIZED_PLANNING,10,97.1237,inf,0,0,-1,-1,1.3,1.3,55,783681,test 7 of 50 of the randomized test config.,2023-12-06T23:48:48
test8,PRIORITIZED_PLANNING,10,31.5211,58.3813,0,0,-1,-1,1.3,1.3,55,272741,test 8 of 50 of the randomized test config.,2023-12-06T23:49:51
test9,PRIORITIZED_PLANNING,10,137.546,inf,0,0,-1,-1,1.3,1.3,55,1192226,test 9 of 50 of the randomized test config.,2023-12-06T23:52:38
test10,PRIORITIZED_PLANNING,10,10.6886,43.0573,0,0,-1,-1,1.3,1.3,55,91497,test 10 of 50 of the randomized test config.,2023-12-06T23:53:20
test11,PRIORITIZED_PLANNING,10,73.1273,inf,0,0,-1,-1,1.3,1.3,55,588141,test 11 of 50 of the randomized test config.,2023-12-06T23:55:02
test12,PRIORITIZED_PLANNING,10,71.0994,inf,0,0,-1,-1,1.3,1.3,55,676659,test 12 of 50 of the randomized test config.,2023-12-06T23:56:43
test13,PRIORITIZED_PLANNING,10,0.112515,inf,0,0,-1,-1,1.3,1.3,55,840,test 13 of 50 of the randomized test config.,2023-12-06T23:57:13
test14,PRIORITIZED_PLANNING,10,19.2467,60.1615,0,0,-1,-1,1.3,1.3,55,164551,test 14 of 50 of the randomized test config.,2023-12-06T23:58:03
test15,PRIORITIZED_PLANNING,10,17.9074,inf,0,0,-1,-1,1.3,1.3,55,160453,test 15 of 50 of the randomized test config.,2023-12-06T23:58:51
test16,PRIORITIZED_PLANNING,10,79.1396,inf,0,0,-1,-1,1.3,1.3,55,684763,test 16 of 50 of the randomized test config.,2023-12-07T00:00:40
test17,PRIORITIZED_PLANNING,10,39.6448,56.8279,0,0,-1,-1,1.3,1.3,55,358891,test 17 of 50 of the randomized test config.,2023-12-07T00:01:51
test18,PRIORITIZED_PLANNING,10,87.1632,inf,0,0,-1,-1,1.3,1.3,55,759065,test 18 of 50 of the randomized test config.,2023-12-07T00:03:48
test19,PRIORITIZED_PLANNING,10,50.2854,60.1091,0,0,-1,-1,1.3,1.3,55,424854,test 19 of 50 of the randomized test config.,2023-12-07T00:05:10
test0,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 0 of 50 of the randomized test config.,2023-12-07T00:06:49
test1,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 1 of 50 of the randomized test config.,2023-12-07T00:08:28
test2,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 2 of 50 of the randomized test config.,2023-12-07T00:10:07
test3,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 3 of 50 of the randomized test config.,2023-12-07T00:11:46
test4,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 4 of 50 of the randomized test config.,2023-12-07T00:13:26
test5,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 5 of 50 of the randomized test config.,2023-12-07T00:15:05
test6,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 6 of 50 of the randomized test config.,2023-12-07T00:16:44
test7,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 7 of 50 of the randomized test config.,2023-12-07T00:18:23
test8,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 8 of 50 of the randomized test config.,2023-12-07T00:20:02
test9,RRT_CONNECT,10,9.75362,57.7609,0,0,-1,-1,1.3,1.3,55,0,test 9 of 50 of the randomized test config.,2023-12-07T00:21:00
test10,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 10 of 50 of the randomized test config.,2023-12-07T00:22:39
test11,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 11 of 50 of the randomized test config.,2023-12-07T00:24:18
test12,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 12 of 50 of the randomized test config.,2023-12-07T00:25:57
test13,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 13 of 50 of the randomized test config.,2023-12-07T00:27:36
test14,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 14 of 50 of the randomized test config.,2023-12-07T00:29:15
test15,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 15 of 50 of the randomized test config.,2023-12-07T00:30:54
test16,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 16 of 50 of the randomized test config.,2023-12-07T00:32:33
test17,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 17 of 50 of the randomized test config.,2023-12-07T00:34:13
test18,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 18 of 50 of the randomized test config.,2023-12-07T00:35:52
test19,RRT_CONNECT,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 19 of 50 of the randomized test config.,2023-12-07T00:37:31
test0,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 0 of 50 of the randomized test config.,2023-12-07T00:39:10
test1,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 1 of 50 of the randomized test config.,2023-12-07T00:40:49
test2,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 2 of 50 of the randomized test config.,2023-12-07T00:42:28
test3,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 3 of 50 of the randomized test config.,2023-12-07T00:44:07
test4,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 4 of 50 of the randomized test config.,2023-12-07T00:45:47
test5,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 5 of 50 of the randomized test config.,2023-12-07T00:47:26
test6,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 6 of 50 of the randomized test config.,2023-12-07T00:49:05
test7,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 7 of 50 of the randomized test config.,2023-12-07T00:50:44
test8,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 8 of 50 of the randomized test config.,2023-12-07T00:52:23
test9,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 9 of 50 of the randomized test config.,2023-12-07T00:53:02
test10,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 10 of 50 of the randomized test config.,2023-12-07T00:54:41
test11,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 11 of 50 of the randomized test config.,2023-12-07T00:56:20
test12,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 12 of 50 of the randomized test config.,2023-12-07T00:58:00
test13,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 13 of 50 of the randomized test config.,2023-12-07T00:59:39
test14,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 14 of 50 of the randomized test config.,2023-12-07T01:01:18
test15,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 15 of 50 of the randomized test config.,2023-12-07T01:02:57
test16,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 16 of 50 of the randomized test config.,2023-12-07T01:04:36
test17,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 17 of 50 of the randomized test config.,2023-12-07T01:06:15
test18,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 18 of 50 of the randomized test config.,2023-12-07T01:07:54
test19,PRM,10,0,inf,0,0,-1,-1,1.3,1.3,55,0,test 19 of 50 of the randomized test config.,2023-12-07T01:09:34
test0,EACBS_L2_HEURISTIC,10,60.004,inf,0,0,31047,-1,1.3,1.3,55,469263,test 0 of 50 of the randomized test config.,2023-12-07T01:11:03
test1,EACBS_L2_HEURISTIC,10,5.27757,52.4297,49,0,1249,-1,1.3,1.3,55,44343,test 1 of 50 of the randomized test config.,2023-12-07T01:11:39
test2,EACBS_L2_HEURISTIC,10,60.0065,inf,0,0,35727,-1,1.3,1.3,55,483134,test 2 of 50 of the randomized test config.,2023-12-07T01:13:09
test3,EACBS_L2_HEURISTIC,10,26.7605,56.793,583,0,7034,-1,1.3,1.3,55,198623,test 3 of 50 of the randomized test config.,2023-12-07T01:14:07
test4,EACBS_L2_HEURISTIC,10,60.0182,inf,0,0,45166,-1,1.3,1.3,55,435176,test 4 of 50 of the randomized test config.,2023-12-07T01:15:37
test5,EACBS_L2_HEURISTIC,10,60.0085,inf,0,0,30894,-1,1.3,1.3,55,437031,test 5 of 50 of the randomized test config.,2023-12-07T01:17:07
test6,EACBS_L2_HEURISTIC,10,60.0239,inf,0,0,36477,-1,1.3,1.3,55,525783,test 6 of 50 of the randomized test config.,2023-12-07T01:18:37
test7,EACBS_L2_HEURISTIC,10,60.0075,inf,0,0,37155,-1,1.3,1.3,55,548841,test 7 of 50 of the randomized test config.,2023-12-07T01:20:07
test8,EACBS_L2_HEURISTIC,10,60.0254,inf,0,0,30537,-1,1.3,1.3,55,493052,test 8 of 50 of the randomized test config.,2023-12-07T01:21:37
test9,EACBS_L2_HEURISTIC,10,44.1891,42.3242,2333,0,36045,-1,1.3,1.3,55,524954,test 9 of 50 of the randomized test config.,2023-12-07T01:22:51
test10,EACBS_L2_HEURISTIC,10,60.0152,inf,0,0,53674,-1,1.3,1.3,55,704647,test 10 of 50 of the randomized test config.,2023-12-07T01:24:21
test11,EACBS_L2_HEURISTIC,10,60.0563,inf,0,0,43070,-1,1.3,1.3,55,620525,test 11 of 50 of the randomized test config.,2023-12-07T01:25:51
test12,EACBS_L2_HEURISTIC,10,60.0068,inf,0,0,39820,-1,1.3,1.3,55,586280,test 12 of 50 of the randomized test config.,2023-12-07T01:27:21
test13,EACBS_L2_HEURISTIC,10,15.2827,59.8124,413,0,10902,-1,1.3,1.3,55,172838,test 13 of 50 of the randomized test config.,2023-12-07T01:28:07
test14,EACBS_L2_HEURISTIC,10,60.015,inf,0,0,46718,-1,1.3,1.3,55,630854,test 14 of 50 of the randomized test config.,2023-12-07T01:29:37
test15,EACBS_L2_HEURISTIC,10,60.0075,inf,0,0,42071,-1,1.3,1.3,55,713463,test 15 of 50 of the randomized test config.,2023-12-07T01:31:07
test16,EACBS_L2_HEURISTIC,10,58.3939,38.0831,1910,0,42785,-1,1.3,1.3,55,676705,test 16 of 50 of the randomized test config.,2023-12-07T01:32:36
test17,EACBS_L2_HEURISTIC,10,60.0094,inf,0,0,57348,-1,1.3,1.3,55,747860,test 17 of 50 of the randomized test config.,2023-12-07T01:34:06
test18,EACBS_L2_HEURISTIC,10,60.0059,inf,0,0,46994,-1,1.3,1.3,55,718175,test 18 of 50 of the randomized test config.,2023-12-07T01:35:36
test19,EACBS_L2_HEURISTIC,10,60.016,inf,0,0,45424,-1,1.3,1.3,55,682717,test 19 of 50 of the randomized test config.,2023-12-07T01:37:06
test0,CBS_L2_HEURISTIC,10,60.0618,inf,0,0,14612,-1,1.3,1.3,55,986427,test 0 of 50 of the randomized test config.,2023-12-07T12:05:42
test1,CBS_L2_HEURISTIC,10,9.72278,52.0806,55,0,2271,-1,1.3,1.3,55,146690,test 1 of 50 of the randomized test config.,2023-12-07T12:06:21
test2,CBS_L2_HEURISTIC,10,60.1883,inf,0,0,22802,-1,1.3,1.3,55,973805,test 2 of 50 of the randomized test config.,2023-12-07T12:07:49
test3,CBS_L2_HEURISTIC,10,60.1032,inf,0,0,14871,-1,1.3,1.3,55,895576,test 3 of 50 of the randomized test config.,2023-12-07T12:09:18
test4,CBS_L2_HEURISTIC,10,60.1896,inf,0,0,14648,-1,1.3,1.3,55,763766,test 4 of 50 of the randomized test config.,2023-12-07T12:10:48
test5,CBS_L2_HEURISTIC,10,60.0716,inf,0,0,14473,-1,1.3,1.3,55,854188,test 5 of 50 of the randomized test config.,2023-12-07T12:12:17
test6,CBS_L2_HEURISTIC,10,60.033,inf,0,0,14868,-1,1.3,1.3,55,931171,test 6 of 50 of the randomized test config.,2023-12-07T12:13:47
test7,CBS_L2_HEURISTIC,10,60.0444,inf,0,0,13188,-1,1.3,1.3,55,850633,test 7 of 50 of the randomized test config.,2023-12-07T12:15:16
test8,CBS_L2_HEURISTIC,10,60.2677,inf,0,0,11480,-1,1.3,1.3,55,730508,test 8 of 50 of the randomized test config.,2023-12-07T12:16:46
test9,CBS_L2_HEURISTIC,10,60.1026,inf,0,0,14045,-1,1.3,1.3,55,886662,test 9 of 50 of the randomized test config.,2023-12-07T12:18:15
test10,CBS_L2_HEURISTIC,10,60.1177,inf,0,0,13904,-1,1.3,1.3,55,910334,test 10 of 50 of the randomized test config.,2023-12-07T12:19:45
test11,CBS_L2_HEURISTIC,10,60.1578,inf,0,0,12456,-1,1.3,1.3,55,843573,test 11 of 50 of the randomized test config.,2023-12-07T12:21:15
test12,CBS_L2_HEURISTIC,10,60.0864,inf,0,0,11880,-1,1.3,1.3,55,779574,test 12 of 50 of the randomized test config.,2023-12-07T12:22:44
test13,CBS_L2_HEURISTIC,10,60.0082,inf,0,0,13431,-1,1.3,1.3,55,895237,test 13 of 50 of the randomized test config.,2023-12-07T12:24:14
test14,CBS_L2_HEURISTIC,10,60.1294,inf,0,0,13194,-1,1.3,1.3,55,839635,test 14 of 50 of the randomized test config.,2023-12-07T12:25:44
test15,CBS_L2_HEURISTIC,10,60.1345,inf,0,0,15139,-1,1.3,1.3,55,967468,test 15 of 50 of the randomized test config.,2023-12-07T12:27:14
test16,CBS_L2_HEURISTIC,10,60.0806,inf,0,0,13504,-1,1.3,1.3,55,864814,test 16 of 50 of the randomized test config.,2023-12-07T12:28:43
test17,CBS_L2_HEURISTIC,10,60.0988,inf,0,0,14540,-1,1.3,1.3,55,941618,test 17 of 50 of the randomized test config.,2023-12-07T12:30:12
test18,CBS_L2_HEURISTIC,10,60.1523,inf,0,0,13271,-1,1.3,1.3,55,789850,test 18 of 50 of the randomized test config.,2023-12-07T12:31:42
test19,CBS_L2_HEURISTIC,10,60.1423,inf,0,0,13270,-1,1.3,1.3,55,867214,test 19 of 50 of the randomized test config.,2023-12-07T12:33:11
test0,CBS_MP_L2_HEURISTIC,10,29.6573,58.678,57,0,4371,-1,1.3,1.3,55,411563,test 0 of 50 of the randomized test config.,2023-12-07T12:34:12
test1,CBS_MP_L2_HEURISTIC,10,9.01724,52.9533,27,0,1494,-1,1.3,1.3,55,129924,test 1 of 50 of the randomized test config.,2023-12-07T12:34:51
test2,CBS_MP_L2_HEURISTIC,10,62.6058,inf,0,0,10166,-1,1.3,1.3,55,957128,test 2 of 50 of the randomized test config.,2023-12-07T12:36:23
test3,CBS_MP_L2_HEURISTIC,10,33.3679,56.6185,45,0,5323,-1,1.3,1.3,55,451806,test 3 of 50 of the randomized test config.,2023-12-07T12:37:27
test4,CBS_MP_L2_HEURISTIC,10,60.0165,inf,0,0,12184,-1,1.3,1.3,55,761596,test 4 of 50 of the randomized test config.,2023-12-07T12:38:57
test5,CBS_MP_L2_HEURISTIC,10,60.1315,inf,0,0,11237,-1,1.3,1.3,55,791221,test 5 of 50 of the randomized test config.,2023-12-07T12:40:27
