test_name,planner_name,num_agents,planning_time,plan_cost,num_collision_checks
test23,ECBS,4,4.72326,20.9614,98900
test24,ECBS,4,29.1849,28.3267,644452
test25,ECBS,4,54.328,30.5433,1141384
test26,ECBS,4,2.32858,21.4326,46607
test27,ECBS,4,44.6758,26.7734,1010381
test28,ECBS,4,63.7588,inf,1300494
test29,ECBS,4,62.0033,inf,1376106
test30,ECBS,4,76.5145,inf,1733070
test31,ECBS,4,10.0479,19.0241,209007
test32,ECBS,4,62.2737,inf,1179661
test33,ECBS,4,1.08673,20.8218,25004
test34,ECBS,4,5.34961,21.7293,110719
test35,ECBS,4,4.17508,20.1411,102991
test36,ECBS,4,3.66462,21.8515,72300
test37,ECBS,4,24.5612,27.0177,588548
test38,ECBS,4,11.7422,17.2089,259421
test39,ECBS,4,4.15205,25.6214,88905
test40,ECBS,4,2.37079,20.2982,45169
test41,ECBS,4,6.82342,24.8535,143736
test42,ECBS,4,62.3782,inf,1358307
test43,ECBS,4,13.9057,23.0558,302920
test44,ECBS,4,1.0703,19.8618,21713
test45,ECBS,4,23.2144,21.7468,501383
test46,ECBS,4,39.69,23.9634,818729
test47,ECBS,4,24.7621,22.8813,517820
test48,ECBS,4,0.626116,19.9317,15138
test49,ECBS,4,17.6947,24.2426,432534
test0,XECBS,4,1.04669,17.017,21632
test1,XECBS,4,2.99522,20.56,72550
test2,XECBS,4,3.59106,23.0383,77476
test3,XECBS,4,0.568015,24.5742,14096
test4,XECBS,4,5.74046,25.22,147483
test5,XECBS,4,2.70679,24.7488,43803
test6,XECBS,4,7.01954,28.0998,167938
test7,XECBS,4,12.4684,30.4211,240872
test8,XECBS,4,9.48704,29.4263,209988
test9,XECBS,4,2.0983,23.527,32972
test10,XECBS,4,6.44507,25.0629,153267
test11,XECBS,4,4.98448,27.4017,92645
test12,XECBS,4,60.3487,inf,801666
test13,XECBS,4,6.03171,26.8781,122170
test14,XECBS,4,2.02597,22.8464,38083
test15,XECBS,4,4.092,22.8464,86909
test16,XECBS,4,5.2605,22.9511,89705
test17,XECBS,4,6.94946,21.7817,148279
test18,XECBS,4,5.2969,25.0629,68729
test19,XECBS,4,0.468516,20.368,10670
test20,XECBS,4,4.93286,22.4275,82912
test21,XECBS,4,13.118,29.8626,234498
test22,XECBS,4,0.509677,19.6175,10488
test23,XECBS,4,1.77915,21.3803,31203
