test_name,planner_name,num_agents,planning_time,plan_cost,num_collision_checks
test26,ECBS,4,0.432022,19.3208,9708
test27,ECBS,4,0.311523,14.5037,7932
test28,ECBS,4,0.514492,19.9142,9834
test29,ECBS,4,0.745498,20.2284,19108
test30,ECBS,4,0.485846,19.3906,11038
test31,ECBS,4,0.177414,11.9031,5337
test32,ECBS,4,0.494777,20.7869,13751
test33,ECBS,4,17.6322,28.0474,295001
test34,ECBS,4,1.9859,19.635,43310
test35,ECBS,4,3.89161,23.4921,97912
test36,ECBS,4,5.23403,20.4378,118442
test37,ECBS,4,0.368107,17.2962,10336
test38,ECBS,4,3.36986,20.7171,78859
test39,ECBS,4,5.45657,22.4973,109670
test40,ECBS,4,1.35453,14.1372,29100
test41,ECBS,4,0.713139,17.8024,18129
test42,ECBS,4,2.40886,20.5425,57767
test43,ECBS,4,0.285427,20.944,5802
test44,ECBS,4,1.1478,23.5096,26077
test45,ECBS,4,60.1608,inf,1086591
test46,ECBS,4,0.839786,14.1197,20025
test47,ECBS,4,60.6502,inf,1211665
test48,ECBS,4,1.61479,22.5147,37027
test49,ECBS,4,4.28809,14.8528,90316
test20,PRIORITIZED_PLANNING,4,0.810999,18.8146,23222
test21,PRIORITIZED_PLANNING,4,0.540386,22.3577,15399
test22,PRIORITIZED_PLANNING,4,60.0945,inf,1997815
test23,PRIORITIZED_PLANNING,4,0.837883,21.6072,22304
test24,PRIORITIZED_PLANNING,4,7.4781,19.8095,213563
test25,PRIORITIZED_PLANNING,4,0.435726,16.6155,11982
test26,PRIORITIZED_PLANNING,4,0.44249,19.0415,12303
test27,PRIORITIZED_PLANNING,4,0.297965,14.6084,9083
test28,PRIORITIZED_PLANNING,4,20.8115,19.7397,594298
test29,PRIORITIZED_PLANNING,4,0.531699,19.7746,14765
test30,PRIORITIZED_PLANNING,4,0.513469,19.3906,15406
test31,PRIORITIZED_PLANNING,4,0.320995,11.9031,9803
test32,PRIORITIZED_PLANNING,4,0.59512,20.7869,15875
test33,PRIORITIZED_PLANNING,4,0.8385,27.454,18893
test34,PRIORITIZED_PLANNING,4,71.212,110,2122219
test35,PRIORITIZED_PLANNING,4,68.5982,inf,1998840
test36,PRIORITIZED_PLANNING,4,1.87524,23.719,49355
test37,PRIORITIZED_PLANNING,4,2.40963,18.2387,76315
test38,PRIORITIZED_PLANNING,4,2.41577,21.0661,71147
test39,PRIORITIZED_PLANNING,4,14.5672,22.3926,399883
test40,PRIORITIZED_PLANNING,4,0.222087,inf,6917
test41,PRIORITIZED_PLANNING,4,0.662918,18.0467,17617
test42,PRIORITIZED_PLANNING,4,0.692129,20.9963,19748
test43,PRIORITIZED_PLANNING,4,0.729228,21.1534,14347
test44,PRIORITIZED_PLANNING,4,3.20924,23.1954,86971
test45,PRIORITIZED_PLANNING,4,0.11234,inf,3348
test46,PRIORITIZED_PLANNING,4,0.790044,14.8178,21272
test47,PRIORITIZED_PLANNING,4,11.6294,inf,309292
test48,PRIORITIZED_PLANNING,4,0.531339,23.1431,15970
test49,PRIORITIZED_PLANNING,4,0.528468,13.7008,13656
test20,RRT_CONNECT,4,0.0369397,25.6849,0
test21,RRT_CONNECT,4,0.0375457,30.1708,0
test22,RRT_CONNECT,4,0.0872026,54.9082,0
test23,RRT_CONNECT,4,0.0894085,69.2414,0
test24,RRT_CONNECT,4,0.0606288,43.4518,0
test25,RRT_CONNECT,4,0.0279684,16.9052,0
test26,RRT_CONNECT,4,0.0438052,23.5968,0
test27,RRT_CONNECT,4,0.0305736,14.3292,0
test28,RRT_CONNECT,4,0.0830163,37.0601,0
test29,RRT_CONNECT,4,0.0481695,28.8808,0
test30,RRT_CONNECT,4,0.0446555,26.7483,0
test31,RRT_CONNECT,4,0.0523602,11.2401,0
test32,RRT_CONNECT,4,0.0686903,47.9143,0
test33,RRT_CONNECT,4,0.077177,38.3958,0
test34,RRT_CONNECT,4,0.0385434,20.9636,0
test35,RRT_CONNECT,4,0.0389723,28.9821,0
test36,RRT_CONNECT,4,0.052746,29.8943,0
test37,RRT_CONNECT,4,0.0764062,45.096,0
test38,RRT_CONNECT,4,0.0440211,25.6529,0
test39,RRT_CONNECT,4,0,inf,0
test40,RRT_CONNECT,4,0.0434671,30.8101,0
test41,RRT_CONNECT,4,0.043281,28.4938,0
test42,RRT_CONNECT,4,0.047179,31.1561,0
test43,RRT_CONNECT,4,0.0759547,32.8827,0
test44,RRT_CONNECT,4,0.0575074,25.1192,0
test45,RRT_CONNECT,4,0.0478927,27.8911,0
test46,RRT_CONNECT,4,0.123126,20.9147,0
test47,RRT_CONNECT,4,0.0492653,31.4827,0
test48,RRT_CONNECT,4,0.0494268,24.7264,0
test49,RRT_CONNECT,4,0.0576147,18.4688,0
test20,PRM,4,0.0175835,19.0751,0
test21,PRM,4,0.275509,38.8942,0
test22,PRM,4,0.148049,57.7748,0
test23,PRM,4,0.092582,59.9655,0
test24,PRM,4,0.0910151,36.9059,0
test25,PRM,4,0.0771905,41.6178,0
test26,PRM,4,0.156225,70.2794,0
test27,PRM,4,0.0158614,14.3287,0
test28,PRM,4,0.0962703,47.0329,0
test29,PRM,4,0.118124,76.8891,0
test30,PRM,4,0.16586,64.7964,0
test31,PRM,4,0.0134438,11.2404,0
test32,PRM,4,0.0834276,35.137,0
test33,PRM,4,0.107633,67.9259,0
test34,PRM,4,0.170007,67.8342,0
test35,PRM,4,0.0818317,55.1206,0
test36,PRM,4,0.197272,131.14,0
test37,PRM,4,0.0789999,66.4797,0
